"","eV","Pi_Al_GibbSorb_std.xmu.nor","Pi_Apatite_CaDefHydroxy_std.xmu.nor","Pi_Fe_GoethSorb_std.xmu.nor","Pi_K_Pyro_std.xmu.nor","Pi_Mg_Tri_std.xmu.nor","Pi_Na_Tri_std.xmu.nor","Pi_NH4_Mg_std.xmu.nor","Po_Na_AMP_std.xmu.nor"
"355",2151.49,NA,4.2853683,NA,3.6931199,1.653113,NA,2.596144,NA
"356",2151.59,NA,5.1530154,NA,4.305079,1.9197115,NA,3.0358999,NA
"357",2151.69,NA,6.1593686,NA,4.9395324,2.2807126,NA,3.5057097,NA
"358",2151.79,NA,7.1511401,NA,5.5534196,2.7218509,NA,3.9952923,NA
"359",2151.89,NA,8.2017253,NA,6.0956465,3.2488836,NA,4.4516207,NA
"360",2151.99,NA,9.0429754,NA,6.5558743,3.8573384,NA,4.8463773,NA
"361",2152.09,NA,9.6671952,NA,6.825766,4.4811626,NA,5.1802429,NA
"362",2152.19,NA,9.9250711,NA,7.0385569,5.1130442,NA,5.4335947,NA
"363",2152.29,NA,10.086223,NA,7.1815166,5.7008764,NA,5.616564,NA
"364",2152.39,NA,9.9645077,NA,7.2486508,6.1986932,NA,5.7207488,NA
"365",2152.49,NA,9.7369123,NA,7.2821673,6.5838132,NA,5.7383191,NA
"366",2152.59,NA,9.4013909,NA,7.3178466,6.8480016,NA,5.7248958,NA
"367",2152.69,NA,8.9916463,NA,7.2385827,6.9790125,NA,5.6316939,NA
"368",2152.79,NA,8.548842,NA,7.1333021,7.0583782,NA,5.5413041,NA
"369",2152.89,NA,8.1375584,NA,6.90764,7.0115234,NA,5.391065,NA
"370",2152.99,NA,7.588377,NA,6.6662196,6.9067408,NA,5.2202158,NA
"371",2153.09,NA,7.1801909,NA,6.3880915,6.6682483,NA,5.0096645,NA
"372",2153.19,NA,6.7225127,NA,6.0444581,6.3913146,NA,4.7960084,NA
"373",2153.29,NA,6.3194599,NA,5.7001326,6.0493895,NA,4.5325937,NA
"374",2153.39,NA,5.9298782,NA,5.3024882,5.6729278,NA,4.2678581,NA
"375",2153.49,NA,5.6272996,NA,4.9173887,5.2555047,NA,4.0179929,NA
"376",2153.59,NA,5.3578585,NA,4.5839519,4.8380462,NA,3.7787153,NA
"377",2153.69,NA,5.0972327,NA,4.2079676,4.4155474,NA,3.529599,NA
"378",2153.79,NA,4.9292594,NA,3.8682459,4.0036616,NA,3.3137301,NA
"379",2153.89,NA,4.7458181,NA,3.5694095,3.6124339,NA,3.1146788,NA
"380",2153.99,NA,4.6201385,NA,3.2720253,3.2483954,NA,2.9213129,NA
"381",2154.09,NA,4.5508277,NA,3.0239802,2.921829,NA,2.750382,NA
"382",2154.19,NA,4.4874003,NA,2.8111288,2.6576984,NA,2.6040852,NA
"383",2154.29,NA,4.4611916,NA,2.6435439,2.4280833,NA,2.4829333,NA
"384",2154.39,NA,4.4769747,NA,2.4760147,2.2297215,NA,2.3807574,NA
"385",2154.49,NA,4.4772995,NA,2.3503039,2.0579738,NA,2.2910757,NA
"386",2154.59,NA,4.5054434,NA,2.2467783,1.9321426,NA,2.2189062,NA
"387",2154.69,NA,4.4931054,NA,2.1430117,1.808718,NA,2.1742714,NA
"388",2154.79,NA,4.5268112,NA,2.0576916,1.71578,NA,2.1394208,NA
"389",2154.89,NA,4.5274379,NA,2.0020467,1.6376506,NA,2.1091526,NA
"390",2154.99,NA,4.5065769,NA,1.9500046,1.5716747,NA,2.0944084,NA
"391",2155.09,NA,4.4992456,NA,1.9070961,1.5235705,NA,2.0692399,NA
"392",2155.19,NA,4.431581,NA,1.8712264,1.4865834,NA,2.0764268,NA
"393",2155.29,NA,4.3543998,NA,1.8388915,1.4626797,NA,2.0818842,NA
"394",2155.39,NA,4.2402044,NA,1.8216104,1.4396599,NA,2.0758689,NA
"395",2155.49,NA,4.1691598,NA,1.7945777,1.4192348,NA,2.084043,NA
"396",2155.59,NA,4.0375774,NA,1.7853921,1.4057206,NA,2.1004422,NA
"397",2155.69,NA,3.9068619,NA,1.7674498,1.3967,NA,2.1002347,NA
"398",2155.79,NA,3.7960172,NA,1.7610822,1.3849002,NA,2.1256487,NA
"399",2155.89,NA,3.6381352,NA,1.7595904,1.3919908,NA,2.1129812,NA
"400",2155.99,NA,3.512553,NA,1.7515666,1.3876449,NA,2.110983,NA
"401",2156.09,NA,3.4093547,NA,1.731449,1.3827382,NA,2.1085082,NA
"402",2156.19,NA,3.2731162,NA,1.7338999,1.3883984,NA,2.0990408,NA
"403",2156.29,NA,3.1170265,NA,1.7279154,1.3972815,NA,2.0806403,NA
"404",2156.39,NA,2.9803692,NA,1.7337157,1.4004997,NA,2.0809503,NA
"405",2156.49,NA,2.834361,NA,1.7222065,1.4146361,NA,2.0524523,NA
"406",2156.59,NA,2.6719009,NA,1.7207456,1.4219361,NA,2.0342969,NA
"407",2156.69,NA,2.5538677,NA,1.7192538,1.4323562,NA,2.018899,NA
"408",2156.79,NA,2.4387469,NA,1.7207653,1.4348715,NA,1.9907483,NA
"409",2156.89,NA,2.3129309,NA,1.7145522,1.4517339,NA,1.9682897,NA
"410",2156.99,NA,2.1640005,NA,1.7054222,1.4558572,NA,1.9307837,NA
"411",2157.09,NA,2.1073817,NA,1.7132865,1.4607365,NA,1.914705,NA
"412",2157.19,NA,2.0255348,NA,1.7072402,1.4753201,NA,1.8757828,NA
"413",2157.29,NA,1.9479056,NA,1.6847682,1.4716203,NA,1.8408914,NA
"414",2157.39,NA,1.8665067,NA,1.6797724,1.4790552,NA,1.812693,NA
"415",2157.49,NA,1.8064495,NA,1.6640919,1.4934862,NA,1.791957,NA
"416",2157.59,NA,1.7550225,NA,1.6655664,1.490695,NA,1.7659647,NA
"417",2157.69,NA,1.6870462,NA,1.6449606,1.4955282,NA,1.7238764,NA
"418",2157.79,NA,1.6281481,NA,1.6238358,1.4947354,NA,1.7116514,NA
"419",2157.89,NA,1.5833155,NA,1.616535,1.4866945,NA,1.6784962,NA
"420",2157.99,NA,1.5417265,NA,1.6024736,1.4876764,NA,1.6590812,NA
"421",2158.09,NA,1.4843966,NA,1.5899818,1.4848,NA,1.6369426,NA
"422",2158.19,NA,1.4471714,NA,1.5816985,1.4796555,NA,1.6119784,NA
"423",2158.29,NA,1.4221511,NA,1.5666915,1.4857381,NA,1.5861767,NA
"424",2158.39,NA,1.4078163,NA,1.5282078,1.4779811,NA,1.5755246,NA
"425",2158.49,NA,1.361883,NA,1.5115138,1.466018,NA,1.5402247,NA
"426",2158.59,NA,1.3723574,NA,1.4842215,1.4720438,NA,1.5167243,NA
"427",2158.69,NA,1.3502594,NA,1.4598276,1.4687699,NA,1.5067667,NA
"428",2158.79,NA,1.3546265,NA,1.4432263,1.4614637,NA,1.4833685,NA
"429",2158.89,NA,1.3619352,NA,1.4275705,1.462073,NA,1.4647977,NA
"430",2158.99,NA,1.3737247,NA,1.4025339,1.4612092,NA,1.4436941,NA
"431",2159.09,NA,1.3921085,NA,1.3855989,1.4526962,NA,1.4348123,NA
"432",2159.19,NA,1.3958328,NA,1.3636583,1.4578736,NA,1.4179097,NA
"433",2159.29,NA,1.4178693,NA,1.3567406,1.4582167,NA,1.4066175,NA
"434",2159.39,NA,1.4120283,NA,1.3416905,1.4636461,NA,1.407336,NA
"435",2159.49,NA,1.453322,NA,1.326597,1.4640886,NA,1.3878393,NA
"436",2159.59,NA,1.4587996,NA,1.3270889,1.4554726,NA,1.3792434,NA
"437",2159.69,NA,1.4888234,NA,1.3169887,1.4509528,NA,1.3646966,NA
"438",2159.79,NA,1.5089216,NA,1.3190812,1.4510332,NA,1.3602677,NA
"439",2159.89,NA,1.5156362,NA,1.3046737,1.4397977,NA,1.3493568,NA
"440",2159.99,NA,1.5672452,NA,1.297892,1.4305997,NA,1.3444037,NA
"441",2160.09,NA,1.5718753,NA,1.3125973,1.4282096,NA,1.329605,NA
"442",2160.19,NA,1.5981393,NA,1.2969909,1.4302031,NA,1.3248492,NA
"443",2160.29,NA,1.6026233,NA,1.3092429,1.4125857,NA,1.3165734,NA
"444",2160.39,NA,1.6095425,NA,1.3133561,1.4023299,NA,1.3136152,NA
"445",2160.49,NA,1.6252866,NA,1.3125193,1.3995316,NA,1.2914017,NA
"446",2160.99,NA,1.7482296,NA,1.3588364,1.3660037,NA,1.2643821,NA
"447",2161.49,NA,1.9102909,NA,1.4033243,1.3412253,NA,1.2383837,NA
"448",2161.99,NA,2.1178894,NA,1.4752317,1.3143208,NA,1.228461,NA
"449",2162.49,NA,2.3185623,NA,1.5348908,1.3152515,NA,1.26366,NA
"450",2162.99,NA,2.3632396,NA,1.5809422,1.3626771,NA,1.3147712,NA
"451",2163.49,NA,2.256889,NA,1.6254547,1.4498289,NA,1.4081037,NA
"452",2163.99,NA,2.1222418,NA,1.6525281,1.5345918,NA,1.5379448,NA
"453",2164.49,NA,2.0773056,NA,1.6920722,1.5922861,NA,1.6858838,NA
"454",2164.99,NA,2.1189536,NA,1.7141893,1.6059489,NA,1.8509672,NA
"455",2165.49,NA,2.1588969,NA,1.7555626,1.6151251,NA,1.9676334,NA
"456",2165.99,NA,2.1821157,NA,1.780541,1.6206098,NA,2.0686938,NA
"457",2166.49,NA,2.2120068,NA,1.8227239,1.63527,NA,2.1159921,NA
"458",2166.99,NA,2.2532456,NA,1.8538388,1.6773288,NA,2.1331002,NA
"459",2167.49,NA,2.3175113,NA,1.8752329,1.7180743,NA,2.1260031,NA
"460",2167.99,NA,2.3938844,NA,1.8884018,1.7496691,NA,2.1056492,NA
"461",2168.49,NA,2.4860666,NA,1.9001,1.7798655,NA,2.0604978,NA
"462",2168.99,NA,2.5113796,NA,1.9030229,1.8034882,NA,2.0020284,NA
"463",2169.49,NA,2.5280722,NA,1.8980975,1.8185814,NA,1.9500341,NA
"464",2169.99,NA,2.4769117,NA,1.8849592,1.8237005,NA,1.8878335,NA
"465",2170.49,NA,2.3910552,NA,1.856452,1.8226115,NA,1.8443366,NA
"466",2170.99,NA,2.3063969,NA,1.8565878,1.8078889,NA,1.81347,NA
"467",2171.49,NA,2.2214755,NA,1.8120626,1.7870327,NA,1.7832775,NA
"468",2171.99,NA,2.1441323,NA,1.7823256,1.7451848,NA,1.728192,NA
"469",2172.49,NA,2.0690295,NA,1.7476509,1.6869736,NA,1.6648271,NA
"470",2172.99,NA,2.0091999,NA,1.6957224,1.6299906,NA,1.6025447,NA
"471",2173.49,NA,1.9374673,NA,1.6592927,1.5731318,NA,1.5445451,NA
"472",2173.99,NA,1.8498868,NA,1.6060664,1.5071188,NA,1.477449,NA
"473",2174.49,NA,1.7845343,NA,1.5550834,1.4316358,NA,1.4128925,NA
"474",2174.99,NA,1.6987557,NA,1.5216447,1.3854006,NA,1.3518834,NA
"475",2175.49,NA,1.6244126,NA,1.4640246,1.3291275,NA,1.291528,NA
"476",2175.99,NA,1.5239063,NA,1.41835,1.2694185,NA,1.2558544,NA
"477",2176.49,NA,1.4838014,NA,1.3905658,1.235816,NA,1.2003604,NA
"478",2176.99,NA,1.3925097,NA,1.32718,1.1960303,NA,1.1609419,NA
"479",2177.49,NA,1.3432097,NA,1.3057732,1.1493835,NA,1.1320907,NA
"480",2177.99,NA,1.2728213,NA,1.267848,1.1238774,NA,1.0949124,NA
"481",2178.49,NA,1.2367393,NA,1.2359295,1.0923976,NA,1.075362,NA
"482",2178.99,NA,1.1941603,NA,1.206761,1.0692804,NA,1.0594815,NA
"483",2179.49,NA,1.1583511,NA,1.1773391,1.0487366,NA,1.0434377,NA
"484",2179.99,NA,1.127003,NA,1.1591335,1.0244729,NA,1.0338485,NA
"485",2180.49,NA,1.0768653,NA,1.1388391,1.0058991,NA,1.0288076,NA
"486",2180.99,NA,1.060245,NA,1.1116666,0.99258914,NA,1.0156984,NA
"487",2181.49,NA,1.032423,NA,1.1025885,0.98220756,NA,1.0122507,NA
"488",2181.99,NA,0.99463642,NA,1.094567,0.97699405,NA,1.0037919,NA
"489",2182.49,NA,0.97176266,NA,1.0759721,0.96219689,NA,1.0079156,NA
"490",2182.99,NA,0.95575602,NA,1.0683029,0.95626284,NA,0.98769114,NA
"491",2183.49,NA,0.94002213,NA,1.0577663,0.94855403,NA,0.99070506,NA
"492",2183.99,NA,0.93378531,NA,1.0504679,0.95138371,NA,0.98828557,NA
"493",2184.49,NA,0.92981805,NA,1.0457341,0.94735219,NA,0.98854874,NA
"494",2184.99,NA,0.92700993,NA,1.0463519,0.94255753,NA,0.98007623,NA
"495",2185.49,NA,0.92864352,NA,1.0482923,0.95073276,NA,0.97441576,NA
"496",2185.99,NA,0.92373142,NA,1.0384602,0.93800496,NA,0.98559341,NA
"497",2186.49,NA,0.91884855,NA,1.0389359,0.93994016,NA,0.97258626,NA
"498",2186.99,NA,0.90297828,NA,1.0309577,0.93390673,NA,0.97233196,NA
"499",2187.49,NA,0.91170302,NA,1.0244565,0.93562896,NA,0.96618125,NA
"500",2187.99,NA,0.89419634,NA,1.0315508,0.93644606,NA,0.96206637,NA
"501",2188.49,NA,0.88438472,NA,1.0356787,0.93387694,NA,0.95941538,NA
"502",2188.99,NA,0.87532313,NA,1.0225034,0.93706157,NA,0.96238164,NA
"503",2189.49,NA,0.87227149,NA,1.0252656,0.93971732,NA,0.95630583,NA
"504",2189.99,NA,0.87550254,NA,1.026452,0.93726888,NA,0.9473499,NA
"505",2190.49,NA,0.85554122,NA,1.0315872,0.93746483,NA,0.93286524,NA
"506",2190.99,NA,0.8502882,NA,1.0256484,0.93548137,NA,0.93124238,NA
"507",2191.49,NA,0.8534608,NA,1.0278853,0.94067502,NA,0.9253504,NA
"508",2191.99,NA,0.84635708,NA,1.0298504,0.93906427,NA,0.92225003,NA
"509",2192.49,NA,0.83839617,NA,1.0329278,0.93609405,NA,0.91966713,NA
"510",2192.99,NA,0.85054961,NA,1.0304187,0.94173494,NA,0.91982817,NA
"511",2193.49,NA,0.84377706,NA,1.0226197,0.93204196,NA,0.90099269,NA
"512",2193.99,NA,0.8462873,NA,1.0312404,0.93993678,NA,0.90718632,NA
"513",2194.49,NA,0.835375,NA,1.0232251,0.93389979,NA,0.9045898,NA
"514",2194.99,NA,0.83978465,NA,1.020302,0.93505765,NA,0.89278099,NA
"515",2195.49,NA,0.84196371,NA,1.019962,0.93577892,NA,0.89812351,NA
"516",2195.99,NA,0.84398693,NA,1.0224894,0.93962021,NA,0.89667087,NA
"517",2196.49,NA,0.84838684,NA,1.0147584,0.93364001,NA,0.89453054,NA
"518",2196.99,NA,0.83666607,NA,1.0128673,0.94093496,NA,0.89170252,NA
"519",2197.49,NA,0.83455927,NA,1.028539,0.93743232,NA,0.90319337,NA
"520",2197.99,NA,0.84442366,NA,1.0237866,0.94023006,NA,0.89096923,NA
"521",2198.49,NA,0.83277107,NA,1.0287056,0.93882872,NA,0.89019746,NA
"522",2198.99,NA,0.82053405,NA,1.0190589,0.94439152,NA,0.89122322,NA
"523",2199.49,NA,0.81550507,NA,1.0266166,0.94503115,NA,0.88895352,NA
"524",2199.99,NA,0.80394014,NA,1.0278524,0.94193315,NA,0.88918264,NA
"525",2200.49,NA,0.78977448,NA,1.0269439,0.95278826,NA,0.88763468,NA
"526",2201.49,NA,0.78282377,NA,1.0384565,0.9581743,NA,0.87552391,NA
"527",2202.49,NA,0.74274528,NA,1.0489928,0.96778425,NA,0.86600048,NA
"528",2203.49,NA,0.72639489,NA,1.0493571,0.97156236,NA,0.8528752,NA
"529",2204.49,NA,0.70098575,NA,1.0532934,0.97679223,NA,0.85585271,NA
"530",2205.49,NA,0.6937623,NA,1.0579094,0.9790547,NA,0.85514666,NA
"531",2206.49,NA,0.66776872,NA,1.0647254,0.98126394,NA,0.84884378,NA
"532",2207.49,NA,0.65209043,NA,1.0764173,0.98281296,NA,0.83722325,NA
"533",2208.49,NA,0.64652288,NA,1.0814597,0.97752209,NA,0.82131318,NA
"534",2209.49,NA,0.64643929,NA,1.0858656,0.96064209,NA,0.82022583,NA
"535",2210.49,NA,0.63127725,NA,1.0937137,0.95968872,NA,0.81676222,NA
"536",2211.49,NA,0.64782086,NA,1.0993617,0.96435776,NA,0.81711834,NA
"537",2212.49,NA,0.64050001,NA,1.1100586,0.97882343,NA,0.82629184,NA
"538",2213.49,NA,0.66537183,NA,1.1245314,0.98621494,NA,0.82354996,NA
"539",2214.49,NA,0.67343138,NA,1.1215587,0.99128863,NA,0.82357245,NA
"540",2215.49,NA,0.69154322,NA,1.141896,1.0019066,NA,0.83745763,NA
"541",2216.49,NA,0.749348,NA,1.1544283,0.99863543,NA,0.84341057,NA
"542",2217.49,NA,0.73549121,NA,1.1594954,1.0072551,NA,0.85069123,NA
"543",2218.49,NA,0.78831854,NA,1.1797091,1.0144052,NA,0.86104264,NA
"544",2219.49,NA,0.81463197,NA,1.191747,1.0199758,NA,0.882969,NA
"545",2220.49,NA,0.81422694,NA,1.1964372,1.0261712,NA,0.89816146,NA
"546",2221.49,NA,0.83333233,NA,1.2011089,1.027777,NA,0.91063041,NA
"547",2222.49,NA,0.83150517,NA,1.2080423,1.0443546,NA,0.92446793,NA
"548",2223.49,NA,0.83768479,NA,1.2181336,1.0501133,NA,0.94300351,NA
"549",2224.49,NA,0.82453905,NA,1.2298811,1.0475236,NA,0.96225401,NA
"550",2225.49,NA,0.8039028,NA,1.2379578,1.0562711,NA,0.98224667,NA
"551",2226.49,NA,0.79022133,NA,1.24478,1.062076,NA,1.0008095,NA
"552",2227.49,NA,0.7786341,NA,1.2531842,1.0766126,NA,1.0102417,NA
"553",2228.49,NA,0.77665109,NA,1.2606862,1.0909008,NA,1.0160585,NA
"554",2229.49,NA,0.78754515,NA,1.2679039,1.0920594,NA,1.0372563,NA
"555",2230.49,NA,0.76777581,NA,1.2859547,1.1005938,NA,1.0337791,NA
"556",2231.49,NA,0.78865399,NA,1.2854786,1.1131463,NA,1.0321062,NA
"557",2232.49,NA,0.8338934,NA,1.3018485,1.1239383,NA,1.0228483,NA
"558",2233.49,NA,0.81504942,NA,1.3098943,1.1326715,NA,1.0227414,NA
"559",2234.49,NA,0.80625773,NA,1.3110188,1.142214,NA,1.0247861,NA
"560",2235.49,NA,0.8012941,NA,1.3322583,1.1500528,NA,1.027573,NA
"561",2236.49,NA,0.80226249,NA,1.3326968,1.159219,NA,1.0166673,NA
"562",2237.49,NA,0.80459457,NA,1.3328758,1.1674198,NA,1.0147357,NA
"563",2238.49,NA,0.78782534,NA,1.3335492,1.1758513,NA,1.008855,NA
"564",2108.1,NA,NA,0.17609087,NA,NA,NA,NA,NA
"565",2110.1,NA,NA,0.14883408,NA,NA,NA,NA,NA
"566",2112.1,NA,NA,0.12942365,NA,NA,NA,NA,NA
"567",2114.1,NA,NA,0.11659814,NA,NA,NA,NA,NA
"568",2116.1,NA,NA,0.090673685,NA,NA,NA,NA,NA
"569",2118.1,NA,NA,0.062170897,NA,NA,NA,NA,NA
"570",2120.1,NA,NA,0.041348524,NA,NA,NA,NA,NA
"571",2122.1,NA,NA,0.039095665,NA,NA,NA,NA,NA
"572",2124.1,NA,NA,0.032742502,NA,NA,NA,NA,NA
"573",2126.1,NA,NA,0.019443212,NA,NA,NA,NA,NA
"574",2128.1,NA,NA,-0.0036176564,NA,NA,NA,NA,NA
"575",2130.1,NA,NA,-0.0075103479,NA,NA,NA,NA,NA
"576",2132.1,NA,NA,-0.0060345344,NA,NA,NA,NA,NA
"577",2134.1,NA,NA,-0.00053389477,NA,NA,NA,NA,NA
"578",2136.1,NA,NA,0.0003713179,NA,NA,NA,NA,NA
"579",2138.1,NA,NA,-0.0058470456,NA,NA,NA,NA,NA
"580",2140.1,NA,NA,0.00078586136,NA,NA,NA,NA,-0.020988802
"581",2140.3,NA,NA,-0.0066445384,NA,NA,NA,NA,-0.017611003
"582",2140.5,NA,NA,-0.0041818206,NA,NA,NA,NA,-0.012750528
"583",2140.7,NA,NA,-0.0087212091,NA,NA,NA,NA,0.0092423322
"584",2140.9,NA,NA,-0.0041856012,NA,NA,NA,NA,0.016918612
"585",2141.1,NA,NA,-0.0014071072,NA,NA,NA,NA,0.03566237
"586",2141.3,NA,NA,0.0040089559,NA,NA,NA,NA,0.046110919
"587",2141.5,NA,NA,0.0024341167,NA,NA,NA,NA,0.061053628
"588",2141.7,NA,NA,-0.0011698694,NA,NA,NA,NA,0.065876269
"589",2141.9,NA,NA,0.0039788032,NA,NA,NA,NA,0.073091851
"590",2142.1,NA,NA,0.0012080627,NA,NA,NA,NA,0.043699377
"591",2142.3,NA,NA,0.00078267861,NA,NA,NA,NA,0.0055409754
"592",2142.5,NA,NA,-0.0053088292,NA,NA,NA,NA,-0.015763825
"593",2142.7,NA,NA,-0.0057874479,NA,NA,NA,NA,-0.02521142
"594",2142.9,NA,NA,-0.0038967134,NA,NA,NA,NA,-0.045712228
"595",2143.1,NA,NA,-0.0024688724,NA,NA,NA,NA,-0.053478373
"596",2143.3,NA,NA,-0.0018747104,NA,NA,NA,NA,-0.054447341
"597",2143.5,NA,NA,0.00034711043,NA,NA,NA,NA,-0.054736596
"598",2143.7,NA,NA,0.0065853183,NA,NA,NA,NA,-0.057575677
"599",2143.9,NA,NA,0.012084019,NA,NA,NA,NA,-0.060238964
"600",2144.1,NA,NA,0.017160742,NA,NA,NA,NA,-0.056941174
"601",2144.3,NA,NA,0.019991068,NA,NA,NA,NA,-0.055696647
"602",2144.5,NA,NA,0.0214766,NA,NA,NA,NA,-0.05453263
"603",2144.7,NA,NA,0.019372097,NA,NA,NA,NA,-0.05032701
"604",2144.9,NA,NA,0.026423474,NA,NA,NA,NA,-0.033446877
"605",2145.1,NA,NA,0.026729509,NA,NA,NA,NA,-0.022635535
"606",2145.3,NA,NA,0.034835984,NA,NA,NA,NA,-0.0067482983
"607",2145.5,NA,NA,0.025799528,NA,NA,NA,NA,0.040667313
"608",2145.7,NA,NA,0.030613813,NA,NA,NA,NA,0.064247351
"609",2145.9,NA,NA,0.034872147,NA,NA,NA,NA,0.019573715
"610",2146.1,NA,NA,0.040842923,NA,NA,NA,NA,0.016498294
"611",2146.3,NA,NA,0.046946002,NA,NA,NA,NA,0.012569306
"612",2146.5,NA,NA,0.049894021,NA,NA,NA,NA,0.017282926
"613",2146.7,NA,NA,0.056039914,NA,NA,NA,NA,0.029018743
"614",2146.9,NA,NA,0.069015933,NA,NA,NA,NA,0.037896285
"615",2147.1,NA,NA,0.084100724,NA,NA,NA,NA,0.06653084
"616",2147.3,NA,NA,0.10192908,NA,NA,NA,NA,0.081034792
"617",2147.5,NA,NA,0.11944159,NA,NA,NA,NA,0.068783912
"618",2147.7,NA,NA,0.14195755,NA,NA,NA,NA,0.054394006
"619",2147.9,NA,NA,0.16846853,NA,NA,NA,NA,0.046409812
"620",2148.1,NA,NA,0.1888501,NA,NA,NA,NA,0.048631109
"621",2148.3,NA,NA,0.20705194,NA,NA,NA,NA,0.050533578
"622",2148.5,NA,NA,0.22516281,NA,NA,NA,NA,0.071242142
"623",2148.7,NA,NA,0.24449682,NA,NA,NA,NA,0.075153731
"624",2148.9,NA,NA,0.27177768,NA,NA,NA,NA,0.094835673
"625",2149.1,NA,NA,0.28810907,NA,NA,NA,NA,0.12139229
"626",2149.3,NA,NA,0.30734292,NA,NA,NA,NA,0.14624713
"627",2149.5,NA,NA,0.31659262,NA,NA,NA,NA,0.18578062
"628",2149.7,NA,NA,0.32739008,NA,NA,NA,NA,0.25047334
"629",2149.9,NA,NA,0.34472195,NA,NA,NA,NA,0.33656072
"630",2150.1,NA,NA,0.37897172,NA,NA,NA,NA,0.47958165
"631",2150.3,NA,NA,0.43911291,NA,NA,NA,NA,0.69620865
"632",2150.5,NA,NA,0.5332781,NA,NA,NA,NA,0.95360471
"633",2150.7,NA,NA,0.65627168,NA,NA,NA,NA,1.291697
"634",2150.9,NA,NA,0.83216645,NA,NA,NA,NA,1.6487739
"635",2151.1,NA,NA,1.0810951,NA,NA,NA,NA,2.1609659
"636",2151.3,NA,NA,1.4503269,NA,NA,NA,NA,3.0243303
"637",2151.5,NA,NA,2.0075215,NA,NA,NA,NA,4.2857273
"638",2151.7,NA,NA,2.7732185,NA,NA,NA,NA,5.5885214
"639",2151.9,NA,NA,3.657331,NA,NA,NA,NA,6.5693611
"640",2152.1,NA,NA,4.5929401,NA,NA,NA,NA,6.9877508
"641",2152.3,NA,NA,5.3899287,NA,NA,NA,NA,7.083895
"642",2152.5,NA,NA,5.9558505,NA,NA,NA,NA,6.9165717
"643",2152.7,NA,NA,6.1852136,NA,NA,NA,NA,6.6529093
"644",2152.9,NA,NA,6.1406568,NA,NA,NA,NA,6.2696119
"645",2153.1,NA,NA,5.8150825,NA,NA,NA,NA,5.7713098
"646",2153.3,NA,NA,5.279151,NA,NA,NA,NA,5.2487256
"647",2153.5,NA,NA,4.5896419,NA,NA,NA,NA,4.7404738
"648",2153.7,NA,NA,3.9149356,NA,NA,NA,NA,4.2170418
"649",2153.9,NA,NA,3.3044547,NA,NA,NA,NA,3.7392065
"650",2154.1,NA,NA,2.7529096,NA,NA,NA,NA,3.3307745
"651",2154.3,NA,NA,2.3116849,NA,NA,NA,NA,2.9743426
"652",2154.5,NA,NA,1.9619774,NA,NA,NA,NA,2.6593454
"653",2154.7,NA,NA,1.7243575,NA,NA,NA,NA,2.4002433
"654",2154.9,NA,NA,1.5487979,NA,NA,NA,NA,2.2162767
"655",2155.1,NA,NA,1.4166408,NA,NA,NA,NA,2.0458703
"656",2155.3,NA,NA,1.3357407,NA,NA,NA,NA,1.9098119
"657",2155.5,NA,NA,1.2694832,NA,NA,NA,NA,1.8031005
"658",2155.7,NA,NA,1.2224493,NA,NA,NA,NA,1.7147326
"659",2155.9,NA,NA,1.181493,NA,NA,NA,NA,1.6370898
"660",2156.1,NA,NA,1.1732259,NA,NA,NA,NA,1.5953766
"661",2156.3,NA,NA,1.1647722,NA,NA,NA,NA,1.5340606
"662",2156.5,NA,NA,1.1584253,NA,NA,NA,NA,1.5168474
"663",2156.7,NA,NA,1.1414679,NA,NA,NA,NA,1.4818527
"664",2156.9,NA,NA,1.1325483,NA,NA,NA,NA,1.4573484
"665",2157.1,NA,NA,1.1191615,NA,NA,NA,NA,1.4415861
"666",2157.3,NA,NA,1.1357525,NA,NA,NA,NA,1.4217176
"667",2157.5,NA,NA,1.1410806,NA,NA,NA,NA,1.4051061
"668",2157.7,NA,NA,1.1756279,NA,NA,NA,NA,1.4164684
"669",2157.9,NA,NA,1.1686791,NA,NA,NA,NA,1.4099532
"670",2158.1,NA,NA,1.173499,NA,NA,NA,NA,1.4075646
"671",2158.3,NA,NA,1.1754715,NA,NA,NA,NA,1.4032689
"672",2158.5,NA,NA,1.1818934,NA,NA,NA,NA,1.4018158
"673",2158.7,NA,NA,1.2080774,NA,NA,NA,NA,1.3891522
"674",2158.9,NA,NA,1.222393,NA,NA,NA,NA,1.3891318
"675",2159.1,NA,NA,1.2276874,NA,NA,NA,NA,1.3851918
"676",2159.3,NA,NA,1.2228085,NA,NA,NA,NA,1.3947867
"677",2159.5,NA,NA,1.2223571,NA,NA,NA,NA,1.3966436
"678",2159.7,NA,NA,1.2350312,NA,NA,NA,NA,1.4173789
"679",2159.9,NA,NA,1.2506137,NA,NA,NA,NA,1.421017
"680",2160.1,NA,NA,1.2546379,NA,NA,NA,NA,NA
"681",2160.6,NA,NA,1.2697697,NA,NA,NA,NA,NA
"682",2161.1,NA,NA,1.2687765,NA,NA,NA,NA,NA
"683",2161.6,NA,NA,1.2645286,NA,NA,NA,NA,NA
"684",2162.1,NA,NA,1.2560703,NA,NA,NA,NA,NA
"685",2162.6,NA,NA,1.2667198,NA,NA,NA,NA,NA
"686",2163.1,NA,NA,1.2878414,NA,NA,NA,NA,NA
"687",2163.6,NA,NA,1.3033976,NA,NA,NA,NA,NA
